"seccion","X.x","munn.x","edon.x","disloc2015","disloc2017","disfed2017","X.y","edon.y","munn.y","escenario1","escenario2","escenario3_cg","escenario3","pan_cnv1","pri_clv1","panal_cnv2","pan_cnv2","prd_cnv2","pri_clv2","pt_clv2","pvem_clv2","esc1_panCNV1","esc1_priCLV1","esc2_panalCNV2","esc2_panCNV2","esc2_prdCNV2","esc2_priCLV2","esc2_ptCLV2","esc2_pvemCLV2","SQ","dsiSQ_E1","dsiSQ_E3"
802,781,59,26,16,16,6,781,26,59,12,12,12,12,12,13,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
803,782,59,26,16,16,6,782,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
804,783,59,26,17,17,6,783,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
805,784,59,26,17,17,6,784,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
806,785,59,26,17,17,6,785,26,59,13,13,13,13,13,12,13,13,13,13,13,16,1,0,1,1,1,1,1,0,17,0.47,0.47
807,786,59,26,17,17,6,786,26,59,13,13,13,13,13,12,13,13,13,13,13,16,1,0,1,1,1,1,1,0,17,0.47,0.47
808,787,59,26,16,16,6,787,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
809,788,59,26,16,16,6,788,26,59,12,12,12,12,12,13,12,12,12,16,14,19,1,0,1,1,1,0,0,0,16,0.26,0.26
810,789,59,26,17,17,6,789,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
811,790,59,26,17,17,6,790,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
812,791,59,26,17,17,6,791,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
813,792,59,26,17,17,6,792,26,59,12,12,12,12,12,14,12,12,12,13,14,16,1,0,1,1,1,0,0,0,16,0.26,0.26
814,793,59,26,17,17,6,793,26,59,12,12,12,12,12,14,12,12,12,13,14,16,1,0,1,1,1,0,0,0,16,0.26,0.26
815,794,59,26,16,16,6,794,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
816,795,59,26,16,16,6,795,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
817,796,59,26,16,16,6,796,26,59,12,12,12,12,12,13,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
818,797,59,26,16,16,6,797,26,59,12,12,12,12,12,13,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
819,798,59,26,16,16,6,798,26,59,12,12,12,12,12,13,12,12,12,16,14,19,1,0,1,1,1,0,0,0,16,0.26,0.26
820,799,59,26,16,16,6,799,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
821,800,59,26,17,17,6,800,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
822,801,59,26,17,17,6,801,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
823,802,59,26,17,17,6,802,26,59,13,13,13,13,13,12,13,13,13,13,13,16,1,0,1,1,1,1,1,0,17,0.47,0.47
824,803,59,26,16,16,6,803,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
825,804,59,26,16,16,6,804,26,59,12,12,12,12,12,13,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
826,805,59,26,16,16,6,805,26,59,12,12,12,12,12,13,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
827,806,59,26,16,16,6,806,26,59,12,12,12,12,12,13,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
828,807,59,26,16,16,6,807,26,59,12,12,12,12,12,13,12,12,12,16,14,19,1,0,1,1,1,0,0,0,16,0.26,0.26
829,808,59,26,16,16,6,808,26,59,12,12,12,12,12,13,12,12,12,16,14,19,1,0,1,1,1,0,0,0,16,0.26,0.26
830,809,59,26,16,16,6,809,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
831,810,59,26,17,17,6,810,26,59,13,13,13,13,13,12,13,13,13,13,13,16,1,0,1,1,1,1,1,0,17,0.47,0.47
832,811,59,26,17,17,6,811,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
833,812,59,26,17,17,6,812,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
834,813,59,26,17,17,6,813,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
835,814,59,26,16,16,6,814,26,59,12,12,12,12,12,13,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
836,815,59,26,16,16,6,815,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
837,816,59,26,16,16,6,816,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
838,817,59,26,16,16,6,817,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
839,818,59,26,16,16,6,818,26,59,12,12,12,12,12,13,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
840,819,59,26,17,17,6,819,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
841,820,59,26,17,17,6,820,26,59,13,13,13,13,13,12,13,13,13,13,13,16,1,0,1,1,1,1,1,0,17,0.47,0.47
842,821,59,26,17,17,6,821,26,59,13,13,13,13,13,12,13,13,13,13,13,16,1,0,1,1,1,1,1,0,17,0.47,0.47
843,822,59,26,17,17,6,822,26,59,13,13,13,13,13,12,13,13,13,13,13,16,1,0,1,1,1,1,1,0,17,0.47,0.47
844,823,59,26,17,17,6,823,26,59,12,12,12,12,12,14,12,12,12,13,14,16,1,0,1,1,1,0,0,0,16,0.26,0.26
845,824,59,26,17,17,6,824,26,59,12,12,12,12,12,14,12,12,12,16,14,19,1,0,1,1,1,0,0,0,16,0.26,0.26
846,825,59,26,17,17,6,825,26,59,12,12,12,12,12,13,12,12,12,16,14,19,1,0,1,1,1,0,0,0,16,0.26,0.26
847,826,59,26,16,16,6,826,26,59,12,12,12,12,12,13,12,12,12,16,14,19,1,0,1,1,1,0,0,0,16,0.26,0.26
848,827,59,26,16,16,6,827,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
849,828,59,26,16,16,6,828,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
850,829,59,26,16,16,6,829,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
851,830,59,26,17,17,6,830,26,59,12,12,12,12,12,14,12,12,12,13,14,16,1,0,1,1,1,0,0,0,16,0.26,0.26
852,831,59,26,16,16,6,831,26,59,12,12,12,12,12,13,12,12,12,16,14,19,1,0,1,1,1,0,0,0,16,0.26,0.26
853,832,59,26,16,16,6,832,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
854,833,59,26,16,16,6,833,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
855,834,59,26,17,17,6,834,26,59,13,13,13,13,13,14,13,13,13,16,13,19,1,0,1,1,1,0,1,0,17,0.47,0.47
856,835,59,26,17,17,6,835,26,59,13,13,13,13,13,14,13,13,13,13,13,16,1,0,1,1,1,1,1,0,17,0.47,0.47
857,836,59,26,17,17,6,836,26,59,13,13,13,13,13,12,13,13,13,13,13,16,1,0,1,1,1,1,1,0,17,0.47,0.47
858,837,59,26,17,17,6,837,26,59,13,13,13,13,13,12,13,13,13,13,13,16,1,0,1,1,1,1,1,0,17,0.47,0.47
859,838,59,26,16,16,6,838,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
860,839,59,26,17,17,6,839,26,59,13,13,13,13,13,12,13,13,13,13,13,16,1,0,1,1,1,1,1,0,17,0.47,0.47
861,840,59,26,16,16,6,840,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
862,841,59,26,16,16,6,841,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
863,842,59,26,16,16,6,842,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
864,843,59,26,16,16,6,843,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
865,844,59,26,16,16,6,844,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
866,845,59,26,17,17,6,845,26,59,13,13,13,13,13,12,13,13,13,13,13,16,1,0,1,1,1,1,1,0,17,0.47,0.47
867,846,59,26,17,17,6,846,26,59,13,13,13,13,13,12,13,13,13,13,13,16,1,0,1,1,1,1,1,0,17,0.47,0.47
868,847,59,26,17,17,6,847,26,59,13,13,13,13,13,14,13,13,13,16,13,19,1,0,1,1,1,0,1,0,17,0.47,0.47
869,848,59,26,16,16,6,848,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
870,849,59,26,16,16,6,849,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
871,850,59,26,16,16,6,850,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
872,851,59,26,16,16,6,851,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
873,852,59,26,16,16,6,852,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
874,853,59,26,17,17,6,853,26,59,13,13,13,13,13,14,13,13,13,16,13,19,1,0,1,1,1,0,1,0,17,0.47,0.47
875,854,59,26,17,17,6,854,26,59,13,13,13,13,13,12,13,13,13,13,13,16,1,0,1,1,1,1,1,0,17,0.47,0.47
876,855,59,26,17,17,6,855,26,59,13,13,13,13,13,12,13,13,13,13,13,16,1,0,1,1,1,1,1,0,17,0.47,0.47
877,856,59,26,17,17,6,856,26,59,13,13,13,13,13,12,13,13,13,13,13,16,1,0,1,1,1,1,1,0,17,0.47,0.47
878,857,59,26,17,17,6,857,26,59,13,13,13,13,13,14,13,13,13,16,13,19,1,0,1,1,1,0,1,0,17,0.47,0.47
879,858,59,26,17,17,6,858,26,59,13,13,13,13,13,14,13,13,13,16,13,19,1,0,1,1,1,0,1,0,17,0.47,0.47
880,859,59,26,16,16,6,859,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
881,860,59,26,16,16,6,860,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
882,861,59,26,16,16,6,861,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
883,862,59,26,16,16,6,862,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
884,863,59,26,16,16,6,863,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
885,864,59,26,16,16,6,864,26,59,13,13,13,13,13,13,13,13,13,16,13,19,1,1,1,1,1,0,1,0,17,0.47,0.47
886,865,59,26,17,17,6,865,26,59,13,13,13,13,13,12,13,13,13,13,13,16,1,0,1,1,1,1,1,0,17,0.47,0.47
887,866,59,26,17,17,6,866,26,59,13,13,13,13,13,12,13,13,13,13,13,16,1,0,1,1,1,1,1,0,17,0.47,0.47
888,867,59,26,17,17,6,867,26,59,13,13,13,13,13,12,13,13,13,13,13,16,1,0,1,1,1,1,1,0,17,0.47,0.47
889,868,59,26,17,17,6,868,26,59,13,13,13,13,13,12,13,13,13,16,13,19,1,0,1,1,1,0,1,0,17,0.47,0.47
890,869,59,26,17,17,6,869,26,59,13,13,13,13,13,12,13,13,13,16,13,19,1,0,1,1,1,0,1,0,17,0.47,0.47
891,870,59,26,17,17,6,870,26,59,13,13,13,13,13,13,13,13,13,16,13,19,1,1,1,1,1,0,1,0,17,0.47,0.47
892,871,59,26,17,17,6,871,26,59,13,13,13,13,13,13,13,13,13,16,13,19,1,1,1,1,1,0,1,0,17,0.47,0.47
893,872,59,26,16,16,6,872,26,59,13,13,13,13,13,13,13,13,13,16,13,19,1,1,1,1,1,0,1,0,17,0.47,0.47
894,873,59,26,16,16,6,873,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
895,874,59,26,16,16,6,874,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
896,875,59,26,16,16,6,875,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
897,876,59,26,16,16,6,876,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
898,877,59,26,16,16,6,877,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
899,878,59,26,16,16,6,878,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
900,879,59,26,17,17,6,879,26,59,13,13,13,13,13,13,13,13,13,16,13,19,1,1,1,1,1,0,1,0,17,0.47,0.47
901,880,59,26,15,15,6,880,26,59,13,13,13,13,13,12,13,13,13,16,13,19,1,0,1,1,1,0,1,0,17,0.47,0.47
902,881,59,26,16,16,6,881,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
903,882,59,26,16,16,6,882,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
904,883,59,26,16,16,6,883,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
905,884,59,26,16,16,6,884,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
906,885,59,26,15,15,6,885,26,59,13,13,13,13,13,12,13,13,13,13,13,16,1,0,1,1,1,1,1,0,17,0.47,0.47
907,886,59,26,15,15,6,886,26,59,13,13,13,13,13,12,13,13,13,13,13,16,1,0,1,1,1,1,1,0,17,0.47,0.47
908,887,59,26,15,15,6,887,26,59,13,13,13,13,13,12,13,13,13,13,13,16,1,0,1,1,1,1,1,0,17,0.47,0.47
909,888,59,26,15,15,6,888,26,59,13,13,13,13,13,12,13,13,13,13,13,16,1,0,1,1,1,1,1,0,17,0.47,0.47
910,889,59,26,15,15,6,889,26,59,13,13,13,13,13,12,13,13,13,13,13,16,1,0,1,1,1,1,1,0,17,0.47,0.47
911,890,59,26,15,15,6,890,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
912,891,59,26,15,15,6,891,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
913,892,59,26,15,15,6,892,26,59,13,13,13,13,13,12,13,13,13,13,13,16,1,0,1,1,1,1,1,0,17,0.47,0.47
914,893,59,26,15,15,6,893,26,59,13,13,13,13,13,12,13,13,13,13,13,16,1,0,1,1,1,1,1,0,17,0.47,0.47
915,894,59,26,15,15,6,894,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
916,895,59,26,15,15,6,895,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
917,896,59,26,15,15,6,896,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
918,897,59,26,15,15,6,897,26,59,13,13,13,13,13,12,13,13,13,13,13,16,1,0,1,1,1,1,1,0,17,0.47,0.47
919,898,59,26,15,15,6,898,26,59,13,13,13,13,13,12,13,13,13,13,13,16,1,0,1,1,1,1,1,0,17,0.47,0.47
920,899,59,26,15,15,6,899,26,59,13,13,13,13,13,12,13,13,13,15,13,18,1,0,1,1,1,0,1,0,17,0.47,0.47
921,900,59,26,15,15,6,900,26,59,13,13,13,13,13,12,13,13,13,13,13,16,1,0,1,1,1,1,1,0,17,0.47,0.47
922,901,59,26,15,15,6,901,26,59,13,13,13,13,13,12,13,13,13,13,13,16,1,0,1,1,1,1,1,0,17,0.47,0.47
923,902,59,26,15,15,6,902,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
924,903,59,26,15,15,6,903,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
925,904,59,26,15,15,6,904,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
926,905,59,26,15,15,6,905,26,59,13,13,13,13,13,12,13,13,13,15,13,18,1,0,1,1,1,0,1,0,17,0.47,0.47
927,906,59,26,15,15,6,906,26,59,13,13,13,13,13,12,13,13,13,15,13,18,1,0,1,1,1,0,1,0,17,0.47,0.47
928,907,59,26,15,15,6,907,26,59,13,13,13,13,13,12,13,13,13,15,13,18,1,0,1,1,1,0,1,0,17,0.47,0.47
929,908,59,26,15,15,6,908,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
930,909,59,26,15,15,6,909,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
931,910,59,26,15,15,6,910,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
932,911,59,26,15,15,6,911,26,59,11,11,11,11,11,13,11,11,11,16,15,19,1,0,1,1,1,0,0,0,16,0.351,0.351
933,912,59,26,18,18,6,912,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
934,913,59,26,18,18,6,913,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
935,914,59,26,18,18,6,914,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
936,915,59,26,18,18,6,915,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
937,916,59,26,18,18,6,916,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
938,917,59,26,18,18,6,917,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
939,918,59,26,18,18,6,918,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
940,919,59,26,18,18,6,919,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
941,920,59,26,18,18,6,920,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
942,921,59,26,18,18,6,921,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
943,922,59,26,18,18,6,922,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
944,923,59,26,18,18,6,923,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
945,924,59,26,18,18,6,924,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
946,925,59,26,18,18,6,925,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
947,926,59,26,18,18,6,926,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
948,927,59,26,18,18,6,927,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
949,928,59,26,18,18,6,928,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
950,929,59,26,18,18,6,929,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
951,930,59,26,18,18,6,930,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
952,931,59,26,18,18,6,931,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
953,932,59,26,18,18,6,932,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
954,933,59,26,18,18,6,933,26,59,12,12,12,12,12,14,12,12,12,14,14,17,1,0,1,1,1,0,0,0,16,0.26,0.26
955,934,59,26,16,16,6,934,26,59,11,11,11,11,11,14,11,11,11,15,15,18,1,0,1,1,1,0,0,0,16,0.351,0.351
956,935,59,26,17,17,6,935,26,59,13,13,13,13,13,12,13,13,13,13,13,16,1,0,1,1,1,1,1,0,17,0.47,0.47
957,936,59,26,17,17,6,936,26,59,13,13,13,13,13,12,13,13,13,13,13,16,1,0,1,1,1,1,1,0,17,0.47,0.47
958,937,59,26,17,17,6,937,26,59,13,13,13,13,13,12,13,13,13,13,13,16,1,0,1,1,1,1,1,0,17,0.47,0.47
959,938,59,26,17,17,6,938,26,59,13,13,13,13,13,12,13,13,13,13,13,16,1,0,1,1,1,1,1,0,17,0.47,0.47
960,939,59,26,17,17,6,939,26,59,13,13,13,13,13,12,13,13,13,13,13,16,1,0,1,1,1,1,1,0,17,0.47,0.47
961,940,59,26,17,17,6,940,26,59,13,13,13,13,13,12,13,13,13,13,13,16,1,0,1,1,1,1,1,0,17,0.47,0.47
962,941,59,26,16,16,6,941,26,59,11,11,11,11,11,15,11,11,11,15,15,18,1,0,1,1,1,0,0,0,16,0.351,0.351
963,942,59,26,15,15,6,942,26,59,13,13,13,13,13,12,13,13,13,15,13,18,1,0,1,1,1,0,1,0,17,0.47,0.47
964,943,59,26,15,15,6,943,26,59,13,13,13,13,13,12,13,13,13,13,13,16,1,0,1,1,1,1,1,0,17,0.47,0.47
965,944,59,26,15,15,6,944,26,59,13,13,13,13,13,12,13,13,13,13,13,16,1,0,1,1,1,1,1,0,17,0.47,0.47
966,945,59,26,15,15,6,945,26,59,11,11,11,11,11,15,11,11,11,15,15,18,1,0,1,1,1,0,0,0,16,0.351,0.351
967,946,59,26,15,15,6,946,26,59,11,11,11,11,11,15,11,11,11,15,15,18,1,0,1,1,1,0,0,0,16,0.351,0.351
968,947,59,26,15,15,6,947,26,59,11,11,11,11,11,15,11,11,11,15,15,18,1,0,1,1,1,0,0,0,16,0.351,0.351
969,948,59,26,15,15,6,948,26,59,11,11,11,11,11,15,11,11,11,15,15,18,1,0,1,1,1,0,0,0,16,0.351,0.351
970,949,59,26,15,15,6,949,26,59,11,11,11,11,11,15,11,11,11,15,15,18,1,0,1,1,1,0,0,0,16,0.351,0.351
971,950,59,26,15,15,6,950,26,59,11,11,11,11,11,15,11,11,11,15,15,18,1,0,1,1,1,0,0,0,16,0.351,0.351
972,951,59,26,15,15,6,951,26,59,11,11,11,11,11,15,11,11,11,13,15,16,1,0,1,1,1,0,0,0,16,0.351,0.351
973,952,59,26,15,15,6,952,26,59,11,11,11,11,11,15,11,11,11,13,15,16,1,0,1,1,1,0,0,0,16,0.351,0.351
974,953,59,26,15,15,6,953,26,59,11,11,11,11,11,15,11,11,11,13,15,16,1,0,1,1,1,0,0,0,16,0.351,0.351
975,954,59,26,15,15,6,954,26,59,11,11,11,11,11,15,11,11,11,13,15,16,1,0,1,1,1,0,0,0,16,0.351,0.351
976,955,59,26,15,15,6,955,26,59,11,11,11,11,11,15,11,11,11,13,15,16,1,0,1,1,1,0,0,0,16,0.351,0.351
977,956,59,26,15,15,6,956,26,59,11,11,11,11,11,15,11,11,11,13,15,16,1,0,1,1,1,0,0,0,16,0.351,0.351
978,957,59,26,15,15,6,957,26,59,11,11,11,11,11,15,11,11,11,13,15,16,1,0,1,1,1,0,0,0,16,0.351,0.351
979,958,59,26,15,15,6,958,26,59,11,11,11,11,11,15,11,11,11,13,15,16,1,0,1,1,1,0,0,0,16,0.351,0.351
980,959,59,26,15,15,6,959,26,59,11,11,11,11,11,15,11,11,11,13,15,16,1,0,1,1,1,0,0,0,16,0.351,0.351
981,960,59,26,15,15,6,960,26,59,11,11,11,11,11,15,11,11,11,15,15,18,1,0,1,1,1,0,0,0,16,0.351,0.351
982,961,59,26,15,15,6,961,26,59,11,11,11,11,11,15,11,11,11,15,15,18,1,0,1,1,1,0,0,0,16,0.351,0.351
983,962,59,26,15,15,6,962,26,59,11,11,11,11,11,15,11,11,11,15,15,18,1,0,1,1,1,0,0,0,16,0.351,0.351
984,963,59,26,15,15,6,963,26,59,11,11,11,11,11,15,11,11,11,15,15,18,1,0,1,1,1,0,0,0,16,0.351,0.351
985,964,59,26,15,15,6,964,26,59,11,11,11,11,11,15,11,11,11,15,15,18,1,0,1,1,1,0,0,0,16,0.351,0.351
986,965,59,26,15,15,6,965,26,59,11,11,11,11,11,15,11,11,11,15,15,18,1,0,1,1,1,0,0,0,16,0.351,0.351
987,966,59,26,15,15,6,966,26,59,11,11,11,11,11,15,11,11,11,15,15,18,1,0,1,1,1,0,0,0,16,0.351,0.351
988,967,59,26,15,15,6,967,26,59,11,11,11,11,11,15,11,11,11,15,15,18,1,0,1,1,1,0,0,0,16,0.351,0.351
989,968,59,26,15,15,6,968,26,59,11,11,11,11,11,15,11,11,11,15,15,18,1,0,1,1,1,0,0,0,16,0.351,0.351
990,969,59,26,15,15,6,969,26,59,11,11,11,11,11,15,11,11,11,15,15,18,1,0,1,1,1,0,0,0,16,0.351,0.351
991,970,59,26,15,15,6,970,26,59,11,11,11,11,11,15,11,11,11,15,15,18,1,0,1,1,1,0,0,0,16,0.351,0.351
992,971,60,26,14,14,1,971,26,60,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
993,972,60,26,14,14,1,972,26,60,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
994,973,60,26,14,14,1,973,26,60,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
995,974,60,26,14,14,1,974,26,60,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
996,975,60,26,14,14,1,975,26,60,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
997,976,60,26,14,14,1,976,26,60,18,18,18,18,18,20,18,18,18,11,18,14,1,0,1,1,1,0,1,0,14,0.938,0.938
