"seccion","munn.x","ife","mun","edon.x","lisnom","disfed1979","disfed1997","disfed2006","disfed2018","disloc2010","cab2010","disloc2018","nota","X","edon.y","munn.y","escenario1","escenario2","escenario3_cg","escenario3_jge","iee1","panal_cnv1","pan_clv1","pan_clv2","escenario3_tribunal","esc1_IEE1","esc1_panalCNV1","esc1_panCLV1","esc2_panCLV2","SQ","dsiSQ_E3"
1915,438,20438,"SANTA MARIA TLAHUITOLTEPEC",20,1610,10,4,4,4,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1912,20,438,17,19,4,4,4,17,3,4,4,0,1,0,0,20,0.828
1916,438,20438,"SANTA MARIA TLAHUITOLTEPEC",20,885,10,4,4,4,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1913,20,438,17,19,4,4,4,17,3,4,4,0,1,0,0,20,0.828
1917,438,20438,"SANTA MARIA TLAHUITOLTEPEC",20,1010,10,4,4,4,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1914,20,438,17,19,4,4,4,17,3,4,4,0,1,0,0,20,0.828
1918,439,20439,"SANTA MARIA TLALIXTAC",20,1006,2,2,2,2,17,"TEOTITLAN DE FLORES MAGON",15,"",1915,20,439,4,13,15,15,16,4,16,15,15,0,1,0,0,17,0.758
1919,440,20440,"SANTA MARIA TONAMECA",20,2141,9,10,10,10,8,"SAN PEDRO POCHUTLA",22,"",1916,20,440,11,21,22,20,13,11,12,20,22,0,1,0,0,8,0.681
1920,440,20440,"SANTA MARIA TONAMECA",20,1045,9,10,10,10,8,"SAN PEDRO POCHUTLA",22,"",1917,20,440,11,21,22,20,13,11,12,20,22,0,1,0,0,8,0.681
1921,440,20440,"SANTA MARIA TONAMECA",20,816,9,10,10,10,8,"SAN PEDRO POCHUTLA",22,"",1918,20,440,11,21,22,20,13,11,12,20,22,0,1,0,0,8,0.681
1922,440,20440,"SANTA MARIA TONAMECA",20,1903,9,10,10,10,8,"SAN PEDRO POCHUTLA",22,"",1919,20,440,11,21,22,20,13,11,12,20,22,0,1,0,0,8,0.681
1923,440,20440,"SANTA MARIA TONAMECA",20,1433,9,10,10,10,8,"SAN PEDRO POCHUTLA",22,"",1920,20,440,11,21,22,20,13,11,12,20,22,0,1,0,0,8,0.681
1924,440,20440,"SANTA MARIA TONAMECA",20,1304,9,10,10,10,8,"SAN PEDRO POCHUTLA",22,"",1921,20,440,11,21,22,20,13,11,12,20,22,0,1,0,0,8,0.681
1925,440,20440,"SANTA MARIA TONAMECA",20,1834,9,10,10,10,8,"SAN PEDRO POCHUTLA",22,"",1922,20,440,11,21,22,20,13,11,12,20,22,0,1,0,0,8,0.681
1926,440,20440,"SANTA MARIA TONAMECA",20,1324,9,10,10,10,8,"SAN PEDRO POCHUTLA",22,"",1923,20,440,11,21,22,20,13,11,12,20,22,0,1,0,0,8,0.681
1927,440,20440,"SANTA MARIA TONAMECA",20,2567,9,10,10,10,8,"SAN PEDRO POCHUTLA",22,"",1924,20,440,11,21,22,20,13,11,12,20,22,0,1,0,0,8,0.681
1928,441,20441,"SANTA MARIA TOTOLAPILLA",20,704,10,5,5,5,5,"CIUDAD IXTEPEC",8,"",1925,20,441,20,20,8,10,9,20,10,10,8,0,1,0,0,6,0.299
1929,442,20442,"SANTA MARIA XADANI",20,1140,1,7,5,7,23,"HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA",6,"",1926,20,442,15,24,6,18,18,15,19,18,6,0,1,0,0,6,0.358
1930,442,20442,"SANTA MARIA XADANI",20,1468,1,7,5,7,23,"HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA",6,"",1927,20,442,15,24,6,18,18,15,19,18,6,0,1,0,0,6,0.358
1931,442,20442,"SANTA MARIA XADANI",20,1319,1,7,5,7,23,"HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA",6,"",1928,20,442,15,24,6,18,18,15,19,18,6,0,1,0,0,6,0.358
1932,442,20442,"SANTA MARIA XADANI",20,1065,1,7,5,7,23,"HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA",6,"",1929,20,442,15,24,6,18,18,15,19,18,6,0,1,0,0,6,0.358
1933,443,20443,"SANTA MARIA YALINA",20,305,2,4,4,4,3,"IXTLAN DE JUAREZ",1,"",1930,20,443,16,25,1,1,1,16,1,1,1,0,1,0,0,3,0.654
1934,444,20444,"SANTA MARIA YAVESIA",20,364,2,4,4,4,3,"IXTLAN DE JUAREZ",1,"",1931,20,444,16,25,1,1,1,16,1,1,1,0,1,0,0,3,0.654
1935,445,20445,"SANTA MARIA YOLOTEPEC",20,315,7,6,6,6,13,"HEROICA CIUDAD DE TLAXIACO",12,"",1932,20,445,7,1,12,12,14,7,14,12,12,0,1,0,0,13,0.698
1936,446,20446,"SANTA MARIA YOSOYUA",20,980,7,6,6,6,13,"HEROICA CIUDAD DE TLAXIACO",12,"",1933,20,446,7,9,12,12,14,7,14,12,12,0,1,0,0,13,0.698
1937,447,20447,"SANTA MARIA YUCUHITI",20,1451,7,6,6,6,13,"HEROICA CIUDAD DE TLAXIACO",12,"",1934,20,447,7,9,12,12,14,7,14,12,12,0,1,0,0,13,0.698
1938,447,20447,"SANTA MARIA YUCUHITI",20,1819,7,6,6,6,13,"HEROICA CIUDAD DE TLAXIACO",12,"",1935,20,447,7,9,12,12,14,7,14,12,12,0,1,0,0,13,0.698
1939,447,20447,"SANTA MARIA YUCUHITI",20,1375,7,6,6,6,13,"HEROICA CIUDAD DE TLAXIACO",12,"",1936,20,447,7,9,12,12,14,7,14,12,12,0,1,0,0,13,0.698
1940,448,20448,"SANTA MARIA ZACATEPEC",20,1442,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",1937,20,448,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.505
1941,448,20448,"SANTA MARIA ZACATEPEC",20,1498,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",1938,20,448,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.505
1942,448,20448,"SANTA MARIA ZACATEPEC",20,1671,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",1939,20,448,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.505
1943,448,20448,"SANTA MARIA ZACATEPEC",20,1062,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",1940,20,448,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.505
1944,448,20448,"SANTA MARIA ZACATEPEC",20,1052,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",1941,20,448,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.505
1945,448,20448,"SANTA MARIA ZACATEPEC",20,750,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",1942,20,448,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.505
1946,448,20448,"SANTA MARIA ZACATEPEC",20,1195,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",1943,20,448,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.505
1947,448,20448,"SANTA MARIA ZACATEPEC",20,1111,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",1944,20,448,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.505
1948,448,20448,"SANTA MARIA ZACATEPEC",20,592,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",1945,20,448,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.505
1949,448,20448,"SANTA MARIA ZACATEPEC",20,618,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",1946,20,448,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.505
1950,449,20449,"SANTA MARIA ZANIZA",20,919,7,9,9,6,10,"HEROICA CIUDAD DE EJUTLA DE CRESPO",13,"",1947,20,449,23,1,13,13,10,23,8,13,13,0,1,0,0,10,0.743
1951,450,20450,"SANTA MARIA ZOQUITLAN",20,1006,9,10,10,5,4,"TLACOLULA DE MATAMOROS",20,"",1948,20,450,12,5,20,8,8,12,7,8,20,0,1,0,0,4,0.669
1952,450,20450,"SANTA MARIA ZOQUITLAN",20,1025,9,10,10,5,4,"TLACOLULA DE MATAMOROS",20,"",1949,20,450,12,5,20,8,8,12,7,8,20,0,1,0,0,4,0.669
1953,450,20450,"SANTA MARIA ZOQUITLAN",20,539,9,10,10,5,4,"TLACOLULA DE MATAMOROS",20,"",1950,20,450,12,5,20,8,8,12,7,8,20,0,1,0,0,4,0.669
1954,450,20450,"SANTA MARIA ZOQUITLAN",20,348,9,10,10,5,4,"TLACOLULA DE MATAMOROS",20,"",1951,20,450,12,5,20,8,8,12,7,8,20,0,1,0,0,4,0.669
1955,451,20451,"SANTIAGO AMOLTEPEC",20,1551,7,9,6,6,10,"HEROICA CIUDAD DE EJUTLA DE CRESPO",13,"",1952,20,451,23,1,13,13,14,23,4,13,13,0,1,0,0,10,0.743
1956,451,20451,"SANTIAGO AMOLTEPEC",20,1035,7,9,6,6,10,"HEROICA CIUDAD DE EJUTLA DE CRESPO",13,"",1953,20,451,23,1,13,13,14,23,4,13,13,0,1,0,0,10,0.743
1957,451,20451,"SANTIAGO AMOLTEPEC",20,1116,7,9,6,6,10,"HEROICA CIUDAD DE EJUTLA DE CRESPO",13,"",1954,20,451,23,1,13,13,14,23,4,13,13,0,1,0,0,10,0.743
1958,451,20451,"SANTIAGO AMOLTEPEC",20,997,7,9,6,6,10,"HEROICA CIUDAD DE EJUTLA DE CRESPO",13,"",1955,20,451,23,1,13,13,14,23,4,13,13,0,1,0,0,10,0.743
1959,451,20451,"SANTIAGO AMOLTEPEC",20,998,7,9,6,6,10,"HEROICA CIUDAD DE EJUTLA DE CRESPO",13,"",1956,20,451,23,1,13,13,14,23,4,13,13,0,1,0,0,10,0.743
1960,452,20452,"SANTIAGO APOALA",20,398,7,3,3,2,16,"ASUNCION NOCHIXTLAN",7,"",1957,20,452,4,13,7,7,16,4,4,7,7,0,1,1,0,16,0.377
1961,452,20452,"SANTIAGO APOALA",20,506,7,3,3,2,16,"ASUNCION NOCHIXTLAN",7,"",1958,20,452,4,13,7,7,16,4,4,7,7,0,1,1,0,16,0.377
1962,453,20453,"SANTIAGO APOSTOL",20,931,9,9,4,4,19,"OCOTLAN DE MORELOS",3,"",1959,20,453,2,3,3,3,8,2,6,3,3,0,1,0,1,19,0.678
1963,453,20453,"SANTIAGO APOSTOL",20,1405,9,9,4,4,19,"OCOTLAN DE MORELOS",3,"",1960,20,453,2,3,3,3,8,2,6,3,3,0,1,0,1,19,0.678
1964,453,20526,"SANTIAGO APOSTOL",20,1061,9,9,4,4,19,"OCOTLAN DE MORELOS",3,"",1961,20,453,2,3,3,3,8,2,6,3,3,0,1,0,1,19,0.678
1965,454,20454,"SANTIAGO ASTATA",20,917,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",8,"",1962,20,454,12,20,8,10,9,12,10,10,8,0,1,0,0,6,0.299
1966,454,20454,"SANTIAGO ASTATA",20,778,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",8,"",1963,20,454,12,20,8,10,9,12,10,10,8,0,1,0,0,6,0.299
1967,454,20454,"SANTIAGO ASTATA",20,210,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",8,"",1964,20,454,12,20,8,10,9,12,10,10,8,0,1,0,0,6,0.299
1968,454,20454,"SANTIAGO ASTATA",20,689,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",8,"",1965,20,454,12,20,8,10,9,12,10,10,8,0,1,0,0,6,0.299
1969,455,20455,"SANTIAGO ATITLAN",20,964,10,4,4,4,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1966,20,455,17,19,4,4,4,17,3,4,4,0,1,0,0,20,0.828
1970,455,20455,"SANTIAGO ATITLAN",20,807,10,4,4,4,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1967,20,455,17,19,4,4,4,17,3,4,4,0,1,0,0,20,0.828
1971,456,20456,"SANTIAGO AYUQUILILLA",20,1278,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1968,20,456,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
1972,456,20456,"SANTIAGO AYUQUILILLA",20,451,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1969,20,456,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
1973,457,20457,"SANTIAGO CACALOXTEPEC",20,632,6,3,6,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",7,"",1970,20,457,1,9,7,7,7,1,4,7,7,0,1,0,0,16,0.377
1974,457,20457,"SANTIAGO CACALOXTEPEC",20,514,6,3,6,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",7,"",1971,20,457,1,9,7,7,7,1,4,7,7,0,1,0,0,16,0.377
1975,457,20457,"SANTIAGO CACALOXTEPEC",20,452,6,3,6,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",7,"",1972,20,457,1,9,7,7,7,1,4,7,7,0,1,0,0,16,0.377
1976,458,20458,"SANTIAGO CAMOTLAN",20,802,2,4,4,4,3,"IXTLAN DE JUAREZ",1,"",1973,20,458,16,25,1,1,1,16,1,1,1,0,1,0,0,3,0.654
1977,458,20458,"SANTIAGO CAMOTLAN",20,1140,2,4,4,4,3,"IXTLAN DE JUAREZ",1,"",1974,20,458,16,25,1,1,1,16,1,1,1,0,1,0,0,3,0.654
1978,459,20459,"SANTIAGO CHAZUMBA",20,963,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1975,20,459,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
1979,459,20459,"SANTIAGO CHAZUMBA",20,724,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1976,20,459,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
1980,459,20459,"SANTIAGO CHAZUMBA",20,342,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1977,20,459,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
1981,459,20459,"SANTIAGO CHAZUMBA",20,215,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1978,20,459,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
1982,459,20459,"SANTIAGO CHAZUMBA",20,291,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1979,20,459,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
1983,459,20459,"SANTIAGO CHAZUMBA",20,214,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1980,20,459,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
1984,459,20459,"SANTIAGO CHAZUMBA",20,106,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1981,20,459,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
1985,459,20459,"SANTIAGO CHAZUMBA",20,245,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1982,20,459,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
1986,459,20459,"SANTIAGO CHAZUMBA",20,294,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1983,20,459,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
1987,460,20460,"SANTIAGO CHOAPAM",20,1138,2,4,7,5,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1984,20,460,17,25,4,4,1,17,3,4,4,0,1,0,0,20,0.828
1988,460,20460,"SANTIAGO CHOAPAM",20,973,2,4,7,5,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1985,20,460,17,25,4,4,1,17,3,4,4,0,1,0,0,20,0.828
1989,460,20460,"SANTIAGO CHOAPAM",20,288,2,4,7,5,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1986,20,460,17,25,4,4,1,17,3,4,4,0,1,0,0,20,0.828
1990,460,20460,"SANTIAGO CHOAPAM",20,695,2,4,7,5,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",1987,20,460,17,25,4,4,1,17,3,4,4,0,1,0,0,20,0.828
1991,461,20461,"SANTIAGO COMALTEPEC",20,976,2,4,4,4,3,"IXTLAN DE JUAREZ",1,"",1988,20,461,16,25,1,1,1,16,1,1,1,0,1,0,0,3,0.654
1992,461,20461,"SANTIAGO COMALTEPEC",20,281,2,4,4,4,3,"IXTLAN DE JUAREZ",1,"",1989,20,461,16,25,1,1,1,16,1,1,1,0,1,0,0,3,0.654
1993,462,20462,"SANTIAGO DEL RIO",20,425,6,3,6,6,21,"SANTIAGO JUXTLAHUACA",5,"",1990,20,462,14,12,5,5,5,14,15,5,5,0,1,0,0,15,0.616
1994,462,20462,"SANTIAGO DEL RIO",20,222,6,3,6,6,21,"SANTIAGO JUXTLAHUACA",5,"",1991,20,462,14,12,5,5,5,14,15,5,5,0,1,0,0,15,0.616
1995,463,20463,"SANTIAGO HUAJOLOTITLAN",20,1750,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1992,20,463,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
1996,463,20463,"SANTIAGO HUAJOLOTITLAN",20,391,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1993,20,463,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
1997,463,20463,"SANTIAGO HUAJOLOTITLAN",20,448,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1994,20,463,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
1998,463,20463,"SANTIAGO HUAJOLOTITLAN",20,685,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",5,"",1995,20,463,14,12,5,5,5,14,11,5,5,0,1,0,0,15,0.616
1999,464,20464,"SANTIAGO HUAUCLILLA",20,321,7,6,3,2,16,"ASUNCION NOCHIXTLAN",7,"",1996,20,464,4,13,7,7,16,4,1,7,7,0,1,0,0,16,0.377
2000,464,20464,"SANTIAGO HUAUCLILLA",20,81,7,6,3,2,16,"ASUNCION NOCHIXTLAN",7,"",1997,20,464,4,13,7,7,16,4,1,7,7,0,1,0,0,16,0.377
2001,464,20464,"SANTIAGO HUAUCLILLA",20,110,7,6,3,2,16,"ASUNCION NOCHIXTLAN",7,"",1998,20,464,4,13,7,7,16,4,1,7,7,0,1,0,0,16,0.377
2002,465,20465,"SANTIAGO IHUITLAN PLUMAS",20,184,6,3,3,3,14,"SAN PEDRO Y SAN PABLO TEPOSCOLULA",7,"",1999,20,465,1,6,7,7,7,1,4,7,7,0,1,0,0,16,0.377
2003,465,20465,"SANTIAGO IHUITLAN PLUMAS",20,155,6,3,3,3,14,"SAN PEDRO Y SAN PABLO TEPOSCOLULA",7,"",2000,20,465,1,6,7,7,7,1,4,7,7,0,1,0,0,16,0.377
2004,466,20466,"SANTIAGO IXCUINTEPEC",20,834,10,5,5,5,20,"SAN PEDRO Y SAN PABLO AYUTLA",4,"",2001,20,466,20,19,4,4,4,20,3,10,4,0,1,0,0,20,0.828
2005,467,20467,"SANTIAGO IXTAYUTLA",20,1866,7,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",2002,20,467,10,17,21,19,19,10,21,19,21,0,1,0,0,11,0.973
2006,467,20467,"SANTIAGO IXTAYUTLA",20,230,7,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",2003,20,467,10,17,21,19,19,10,21,19,21,0,1,0,0,11,0.973
2007,467,20467,"SANTIAGO IXTAYUTLA",20,885,7,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",2004,20,467,10,17,21,19,19,10,21,19,21,0,1,0,0,11,0.973
2008,467,20467,"SANTIAGO IXTAYUTLA",20,467,7,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",2005,20,467,10,17,21,19,19,10,21,19,21,0,1,0,0,11,0.973
2009,467,20467,"SANTIAGO IXTAYUTLA",20,1032,7,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",2006,20,467,10,17,21,19,19,10,21,19,21,0,1,0,0,11,0.973
2010,467,20467,"SANTIAGO IXTAYUTLA",20,1635,7,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",2007,20,467,10,17,21,19,19,10,21,19,21,0,1,0,0,11,0.973
2011,467,20467,"SANTIAGO IXTAYUTLA",20,493,7,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",2008,20,467,10,17,21,19,19,10,21,19,21,0,1,0,0,11,0.973
2012,468,20468,"SANTIAGO JAMILTEPEC",20,1043,8,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",2009,20,468,10,17,23,23,19,10,23,23,21,0,1,0,0,11,0.973
2013,468,20468,"SANTIAGO JAMILTEPEC",20,1780,8,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",2010,20,468,10,17,23,23,19,10,23,23,21,0,1,0,0,11,0.973
2014,468,20468,"SANTIAGO JAMILTEPEC",20,1068,8,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",2011,20,468,10,17,23,23,19,10,23,23,21,0,1,0,0,11,0.973
2015,468,20468,"SANTIAGO JAMILTEPEC",20,1194,8,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",2012,20,468,10,17,23,23,19,10,23,23,21,0,1,0,0,11,0.973
2016,468,20468,"SANTIAGO JAMILTEPEC",20,1065,8,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",2013,20,468,10,17,23,23,19,10,23,23,21,0,1,0,0,11,0.973
2017,468,20468,"SANTIAGO JAMILTEPEC",20,1118,8,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",2014,20,468,10,17,23,23,19,10,23,23,21,0,1,0,0,11,0.973
2018,468,20468,"SANTIAGO JAMILTEPEC",20,1367,8,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",2015,20,468,10,17,23,23,19,10,23,23,21,0,1,0,0,11,0.973
2019,468,20468,"SANTIAGO JAMILTEPEC",20,543,8,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",2016,20,468,10,17,23,23,19,10,23,23,21,0,1,0,0,11,0.973
2020,468,20468,"SANTIAGO JAMILTEPEC",20,535,8,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",2017,20,468,10,17,23,23,19,10,23,23,21,0,1,0,0,11,0.973
2021,468,20468,"SANTIAGO JAMILTEPEC",20,849,8,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",2018,20,468,10,17,23,23,19,10,23,23,21,0,1,0,0,11,0.973
2022,468,20468,"SANTIAGO JAMILTEPEC",20,1139,8,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",2019,20,468,10,17,23,23,19,10,23,23,21,0,1,0,0,11,0.973
2023,468,20468,"SANTIAGO JAMILTEPEC",20,715,8,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",2020,20,468,10,17,23,23,19,10,23,23,21,0,1,0,0,11,0.973
2024,468,20468,"SANTIAGO JAMILTEPEC",20,633,8,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",2021,20,468,10,17,23,23,19,10,23,23,21,0,1,0,0,11,0.973
2025,469,20469,"SANTIAGO JOCOTEPEC",20,1497,2,4,1,1,20,"SAN PEDRO Y SAN PABLO AYUTLA",9,"",2022,20,469,17,8,9,9,11,17,9,9,9,0,1,0,0,18,0.297
2026,469,20469,"SANTIAGO JOCOTEPEC",20,872,2,4,1,1,20,"SAN PEDRO Y SAN PABLO AYUTLA",9,"",2023,20,469,17,8,9,9,11,17,9,9,9,0,1,0,0,18,0.297
2027,469,20469,"SANTIAGO JOCOTEPEC",20,411,2,4,1,1,20,"SAN PEDRO Y SAN PABLO AYUTLA",9,"",2024,20,469,17,8,9,9,11,17,9,9,9,0,1,0,0,18,0.297
2028,469,20469,"SANTIAGO JOCOTEPEC",20,150,2,4,1,1,20,"SAN PEDRO Y SAN PABLO AYUTLA",9,"",2025,20,469,17,8,9,9,11,17,9,9,9,0,1,0,0,18,0.297
2029,469,20469,"SANTIAGO JOCOTEPEC",20,932,2,4,1,1,20,"SAN PEDRO Y SAN PABLO AYUTLA",9,"",2026,20,469,17,8,9,9,11,17,9,9,9,0,1,0,0,18,0.297
2030,469,20469,"SANTIAGO JOCOTEPEC",20,1074,2,4,1,1,20,"SAN PEDRO Y SAN PABLO AYUTLA",9,"",2027,20,469,17,8,9,9,11,17,9,9,9,0,1,0,0,18,0.297
2031,469,20469,"SANTIAGO JOCOTEPEC",20,1134,2,4,1,1,20,"SAN PEDRO Y SAN PABLO AYUTLA",9,"",2028,20,469,17,8,9,9,11,17,9,9,9,0,1,0,0,18,0.297
2032,469,20469,"SANTIAGO JOCOTEPEC",20,1075,2,4,1,1,20,"SAN PEDRO Y SAN PABLO AYUTLA",9,"",2029,20,469,17,8,9,9,11,17,9,9,9,0,1,0,0,18,0.297
2033,470,20470,"SANTIAGO JUXTLAHUACA",20,1412,6,3,6,6,21,"SANTIAGO JUXTLAHUACA",14,"",2030,20,470,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.505
2034,470,20470,"SANTIAGO JUXTLAHUACA",20,2413,6,3,6,6,21,"SANTIAGO JUXTLAHUACA",14,"",2031,20,470,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.505
2035,470,20470,"SANTIAGO JUXTLAHUACA",20,1755,6,3,6,6,21,"SANTIAGO JUXTLAHUACA",14,"",2032,20,470,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.505
2036,470,20470,"SANTIAGO JUXTLAHUACA",20,1568,6,3,6,6,21,"SANTIAGO JUXTLAHUACA",14,"",2033,20,470,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.505
2037,470,20470,"SANTIAGO JUXTLAHUACA",20,1105,6,3,6,6,21,"SANTIAGO JUXTLAHUACA",14,"",2034,20,470,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.505
2038,470,20470,"SANTIAGO JUXTLAHUACA",20,657,6,3,6,6,21,"SANTIAGO JUXTLAHUACA",14,"",2035,20,470,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.505
2039,470,20470,"SANTIAGO JUXTLAHUACA",20,1367,6,3,6,6,21,"SANTIAGO JUXTLAHUACA",14,"",2036,20,470,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.505
2040,470,20470,"SANTIAGO JUXTLAHUACA",20,799,6,3,6,6,21,"SANTIAGO JUXTLAHUACA",14,"",2037,20,470,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.505
2041,470,20470,"SANTIAGO JUXTLAHUACA",20,938,6,3,6,6,21,"SANTIAGO JUXTLAHUACA",14,"",2038,20,470,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.505
2042,470,20470,"SANTIAGO JUXTLAHUACA",20,1637,6,3,6,6,21,"SANTIAGO JUXTLAHUACA",14,"",2039,20,470,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.505
2043,470,20470,"SANTIAGO JUXTLAHUACA",20,1402,6,3,6,6,21,"SANTIAGO JUXTLAHUACA",14,"",2040,20,470,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.505
2044,470,20470,"SANTIAGO JUXTLAHUACA",20,628,6,3,6,6,21,"SANTIAGO JUXTLAHUACA",14,"",2041,20,470,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.505
