"seccion","munn.x","ife","mun","edon.x","lisnom","disfed1979","disfed1997","disfed2006","disfed2018","disloc2010","cab2010","disloc2018","nota","X","edon.y","munn.y","escenario1","escenario2","escenario3_cg","escenario3_jge","iee1","panal_cnv1","pan_clv1","pan_clv2","escenario3_tribunal","esc1_IEE1","esc1_panalCNV1","esc1_panCLV1","esc2_panCLV2","SQ","dsiSQ_E1","dsiSQ_E3","E1","dsiE1_E3"
623,67,20067,"OCOTLAN DE MORELOS",20,805,9,9,4,4,19,"OCOTLAN DE MORELOS",3,"",623,20,67,2,3,3,3,8,2,6,3,3,0,1,0,1,19,0.301,0.678,23,0.386
624,67,20067,"OCOTLAN DE MORELOS",20,559,9,9,4,4,19,"OCOTLAN DE MORELOS",3,"",624,20,67,2,3,3,3,8,2,6,3,3,0,1,0,1,19,0.301,0.678,23,0.386
625,67,20067,"OCOTLAN DE MORELOS",20,470,9,9,4,4,19,"OCOTLAN DE MORELOS",3,"",625,20,67,2,3,3,3,8,2,6,3,3,0,1,0,1,19,0.301,0.678,23,0.386
626,67,20067,"OCOTLAN DE MORELOS",20,335,9,9,4,4,19,"OCOTLAN DE MORELOS",3,"",626,20,67,2,3,3,3,8,2,6,3,3,0,1,0,1,19,0.301,0.678,23,0.386
627,67,20067,"OCOTLAN DE MORELOS",20,213,9,9,4,4,19,"OCOTLAN DE MORELOS",3,"",627,20,67,2,3,3,3,8,2,6,3,3,0,1,0,1,19,0.301,0.678,23,0.386
628,67,20067,"OCOTLAN DE MORELOS",20,776,9,9,4,4,19,"OCOTLAN DE MORELOS",3,"",628,20,67,2,3,3,3,8,2,6,3,3,0,1,0,1,19,0.301,0.678,23,0.386
629,67,20067,"OCOTLAN DE MORELOS",20,247,9,9,4,4,19,"OCOTLAN DE MORELOS",3,"",629,20,67,2,3,3,3,8,2,6,3,3,0,1,0,1,19,0.301,0.678,23,0.386
630,67,20067,"OCOTLAN DE MORELOS",20,839,9,9,4,4,19,"OCOTLAN DE MORELOS",3,"",630,20,67,2,3,3,3,8,2,6,3,3,0,1,0,1,19,0.301,0.678,23,0.386
631,67,20067,"OCOTLAN DE MORELOS",20,403,9,9,4,4,19,"OCOTLAN DE MORELOS",3,"",631,20,67,2,3,3,3,8,2,6,3,3,0,1,0,1,19,0.301,0.678,23,0.386
632,68,20068,"LA PE",20,1382,8,10,9,10,10,"HEROICA CIUDAD DE EJUTLA DE CRESPO",13,"",632,20,68,19,1,13,13,10,19,8,13,13,0,1,0,0,10,0.395,0.743,19,0.295
633,69,20069,"PINOTEPA DE DON LUIS",20,1123,8,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",633,20,69,10,16,21,19,19,10,21,19,21,0,1,0,0,11,0.784,0.973,10,0.757
634,69,20069,"PINOTEPA DE DON LUIS",20,997,8,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",634,20,69,10,16,21,19,19,10,21,19,21,0,1,0,0,11,0.784,0.973,10,0.757
635,69,20069,"PINOTEPA DE DON LUIS",20,654,8,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",635,20,69,10,16,21,19,19,10,21,19,21,0,1,0,0,11,0.784,0.973,10,0.757
636,69,20069,"PINOTEPA DE DON LUIS",20,826,8,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",636,20,69,10,16,21,19,19,10,21,19,21,0,1,0,0,11,0.784,0.973,10,0.757
637,69,20069,"PINOTEPA DE DON LUIS",20,823,8,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",637,20,69,10,16,21,19,19,10,21,19,21,0,1,0,0,11,0.784,0.973,10,0.757
638,70,20070,"PLUMA HIDALGO",20,1146,9,10,10,10,8,"SAN PEDRO POCHUTLA",22,"",638,20,70,11,18,22,20,13,11,12,20,22,0,1,0,0,8,0.725,0.681,11,0.587
639,70,20070,"PLUMA HIDALGO",20,89,9,10,10,10,8,"SAN PEDRO POCHUTLA",22,"",639,20,70,11,18,22,20,13,11,12,20,22,0,1,0,0,8,0.725,0.681,11,0.587
640,70,20070,"PLUMA HIDALGO",20,260,9,10,10,10,8,"SAN PEDRO POCHUTLA",22,"",640,20,70,11,18,22,20,13,11,12,20,22,0,1,0,0,8,0.725,0.681,11,0.587
641,70,20070,"PLUMA HIDALGO",20,200,9,10,10,10,8,"SAN PEDRO POCHUTLA",22,"",641,20,70,11,18,22,20,13,11,12,20,22,0,1,0,0,8,0.725,0.681,11,0.587
642,70,20070,"PLUMA HIDALGO",20,422,9,10,10,10,8,"SAN PEDRO POCHUTLA",22,"",642,20,70,11,18,22,20,13,11,12,20,22,0,1,0,0,8,0.725,0.681,11,0.587
643,71,20071,"PUTLA VILLA DE GUERRERO",20,2086,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",643,20,71,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
644,71,20071,"PUTLA VILLA DE GUERRERO",20,1427,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",644,20,71,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
645,71,20071,"PUTLA VILLA DE GUERRERO",20,2103,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",645,20,71,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
646,71,20071,"PUTLA VILLA DE GUERRERO",20,1718,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",646,20,71,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
647,71,20071,"PUTLA VILLA DE GUERRERO",20,1500,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",647,20,71,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
648,71,20071,"PUTLA VILLA DE GUERRERO",20,2108,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",648,20,71,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
649,71,20071,"PUTLA VILLA DE GUERRERO",20,830,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",649,20,71,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
650,71,20071,"PUTLA VILLA DE GUERRERO",20,879,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",650,20,71,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
651,71,20071,"PUTLA VILLA DE GUERRERO",20,383,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",651,20,71,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
652,71,20071,"PUTLA VILLA DE GUERRERO",20,621,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",652,20,71,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
653,71,20071,"PUTLA VILLA DE GUERRERO",20,732,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",653,20,71,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
654,71,20071,"PUTLA VILLA DE GUERRERO",20,1445,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",654,20,71,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
655,71,20071,"PUTLA VILLA DE GUERRERO",20,1202,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",655,20,71,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
656,71,20071,"PUTLA VILLA DE GUERRERO",20,1111,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",656,20,71,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
657,71,20071,"PUTLA VILLA DE GUERRERO",20,1273,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",657,20,71,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
658,71,20071,"PUTLA VILLA DE GUERRERO",20,526,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",658,20,71,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
659,71,20071,"PUTLA VILLA DE GUERRERO",20,1548,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",659,20,71,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
660,71,20071,"PUTLA VILLA DE GUERRERO",20,889,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",660,20,71,8,7,14,14,15,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
661,72,20072,"REFORMA DE PINEDA",20,992,1,7,7,7,23,"HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA",11,"",661,20,72,18,22,11,6,12,18,13,17,11,0,1,0,0,24,0.435,0.615,18,0.631
662,72,20072,"REFORMA DE PINEDA",20,1096,1,7,7,7,23,"HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA",11,"",662,20,72,18,22,11,6,12,18,13,17,11,0,1,0,0,24,0.435,0.615,18,0.631
663,73,20073,"LA REFORMA",20,1079,7,6,11,9,12,"PUTLA VILLA DE GUERRERO",14,"",663,20,73,7,7,14,14,14,7,15,14,14,0,1,0,0,12,0.585,0.505,8,0.746
664,73,20073,"LA REFORMA",20,770,7,6,11,9,12,"PUTLA VILLA DE GUERRERO",14,"",664,20,73,7,7,14,14,14,7,15,14,14,0,1,0,0,12,0.585,0.505,8,0.746
665,73,20073,"LA REFORMA",20,572,7,6,11,9,12,"PUTLA VILLA DE GUERRERO",14,"",665,20,73,7,7,14,14,14,7,15,14,14,0,1,0,0,12,0.585,0.505,8,0.746
666,74,20074,"REYES ETLA",20,1404,5,2,3,2,2,"VILLA DE ETLA",1,"",666,20,74,16,25,1,1,16,16,18,1,1,1,1,0,0,3,0.661,0.654,16,0.655
667,74,20074,"REYES ETLA",20,1023,5,2,3,2,2,"VILLA DE ETLA",1,"",667,20,74,16,25,1,1,16,16,18,1,1,1,1,0,0,3,0.661,0.654,16,0.655
668,75,20075,"ROJAS DE CUAUHTEMOC",20,901,3,8,4,4,4,"TLACOLULA DE MATAMOROS",20,"",668,20,75,9,4,20,8,21,9,7,8,20,0,1,0,0,4,0.406,0.669,2,0.358
669,76,20076,"SALINA CRUZ",20,3055,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",6,"",669,20,76,5,23,6,18,6,5,19,18,6,0,1,0,0,6,0.369,0.358,5,0.953
670,76,20076,"SALINA CRUZ",20,2297,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",6,"",670,20,76,5,23,6,18,6,5,19,18,6,0,1,0,0,6,0.369,0.358,5,0.953
671,76,20076,"SALINA CRUZ",20,1261,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",6,"",671,20,76,5,23,6,18,6,5,19,18,6,0,1,0,0,6,0.369,0.358,5,0.953
672,76,20076,"SALINA CRUZ",20,1721,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",6,"",672,20,76,5,23,6,18,6,5,19,18,6,0,1,0,0,6,0.369,0.358,5,0.953
673,76,20076,"SALINA CRUZ",20,3703,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",6,"",673,20,76,5,23,6,18,6,5,19,18,6,0,1,0,0,6,0.369,0.358,5,0.953
674,76,20076,"SALINA CRUZ",20,1437,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",6,"",674,20,76,5,23,6,18,6,5,19,18,6,0,1,0,0,6,0.369,0.358,5,0.953
675,76,20076,"SALINA CRUZ",20,1417,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",6,"",675,20,76,5,23,6,18,6,5,19,18,6,0,1,0,0,6,0.369,0.358,5,0.953
676,76,20076,"SALINA CRUZ",20,1158,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",6,"",676,20,76,5,23,6,18,6,5,19,18,6,0,1,0,0,6,0.369,0.358,5,0.953
677,76,20076,"SALINA CRUZ",20,1527,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",6,"",677,20,76,5,23,6,18,6,5,19,18,6,0,1,0,0,6,0.369,0.358,5,0.953
678,76,20076,"SALINA CRUZ",20,1647,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",6,"",678,20,76,5,23,6,18,6,5,19,18,6,0,1,0,0,6,0.369,0.358,5,0.953
679,76,20076,"SALINA CRUZ",20,2101,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",6,"",679,20,76,5,23,6,18,6,5,19,18,6,0,1,0,0,6,0.369,0.358,5,0.953
680,76,20076,"SALINA CRUZ",20,1349,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",6,"",680,20,76,5,23,6,18,6,5,19,18,6,0,1,0,0,6,0.369,0.358,5,0.953
681,76,20076,"SALINA CRUZ",20,1189,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",6,"",681,20,76,5,23,6,18,6,5,19,18,6,0,1,0,0,6,0.369,0.358,5,0.953
682,76,20076,"SALINA CRUZ",20,1367,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",6,"",682,20,76,5,23,6,18,6,5,19,18,6,0,1,0,0,6,0.369,0.358,5,0.953
683,76,20076,"SALINA CRUZ",20,1658,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",6,"",683,20,76,5,23,6,18,6,5,19,18,6,0,1,0,0,6,0.369,0.358,5,0.953
684,76,20076,"SALINA CRUZ",20,1462,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",6,"",684,20,76,5,23,6,18,6,5,19,18,6,0,1,0,0,6,0.369,0.358,5,0.953
685,76,20076,"SALINA CRUZ",20,1522,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",6,"",685,20,76,5,23,6,18,6,5,19,18,6,0,1,0,0,6,0.369,0.358,5,0.953
686,76,20076,"SALINA CRUZ",20,2206,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",6,"",686,20,76,5,23,6,18,6,5,19,18,6,0,1,0,0,6,0.369,0.358,5,0.953
687,76,20076,"SALINA CRUZ",20,1698,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",6,"",687,20,76,5,23,6,18,6,5,19,18,6,0,1,0,0,6,0.369,0.358,5,0.953
688,76,20076,"SALINA CRUZ",20,1484,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",6,"",688,20,76,5,23,6,18,6,5,19,18,6,0,1,0,0,6,0.369,0.358,5,0.953
689,76,20076,"SALINA CRUZ",20,1324,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",6,"",689,20,76,5,23,6,18,6,5,19,18,6,0,1,0,0,6,0.369,0.358,5,0.953
690,76,20076,"SALINA CRUZ",20,633,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",6,"",690,20,76,5,23,6,18,6,5,19,18,6,0,1,0,0,6,0.369,0.358,5,0.953
691,76,20076,"SALINA CRUZ",20,1159,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",6,"",691,20,76,5,23,6,18,6,5,19,18,6,0,1,0,0,6,0.369,0.358,5,0.953
692,76,20076,"SALINA CRUZ",20,1224,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",6,"",692,20,76,5,23,6,18,6,5,19,18,6,0,1,0,0,6,0.369,0.358,5,0.953
693,76,20076,"SALINA CRUZ",20,1532,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",6,"",693,20,76,5,23,6,18,6,5,19,18,6,0,1,0,0,6,0.369,0.358,5,0.953
694,76,20076,"SALINA CRUZ",20,1344,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",6,"",694,20,76,5,23,6,18,6,5,19,18,6,0,1,0,0,6,0.369,0.358,5,0.953
695,76,20076,"SALINA CRUZ",20,1102,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",6,"",695,20,76,5,23,6,18,6,5,19,18,6,0,1,0,0,6,0.369,0.358,5,0.953
696,76,20076,"SALINA CRUZ",20,1005,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",6,"",696,20,76,5,23,6,18,6,5,19,18,6,0,1,0,0,6,0.369,0.358,5,0.953
697,76,20076,"SALINA CRUZ",20,1388,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",6,"",697,20,76,5,23,6,18,6,5,19,18,6,0,1,0,0,6,0.369,0.358,5,0.953
698,76,20076,"SALINA CRUZ",20,396,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",6,"",698,20,76,5,23,6,18,6,5,19,18,6,0,1,0,0,6,0.369,0.358,5,0.953
699,76,20076,"SALINA CRUZ",20,1213,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",6,"",699,20,76,5,23,6,18,6,5,19,18,6,0,1,0,0,6,0.369,0.358,5,0.953
700,76,20076,"SALINA CRUZ",20,1134,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",6,"",700,20,76,5,23,6,18,6,5,19,18,6,0,1,0,0,6,0.369,0.358,5,0.953
701,76,20076,"SALINA CRUZ",20,1080,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",6,"",701,20,76,5,23,6,18,6,5,19,18,6,0,1,0,0,6,0.369,0.358,5,0.953
702,76,20076,"SALINA CRUZ",20,1008,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",6,"",702,20,76,5,23,6,18,6,5,19,18,6,0,1,0,0,6,0.369,0.358,5,0.953
703,76,20076,"SALINA CRUZ",20,1687,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",6,"",703,20,76,5,23,6,18,6,5,19,18,6,0,1,0,0,6,0.369,0.358,5,0.953
704,76,20076,"SALINA CRUZ",20,469,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",6,"",704,20,76,5,23,6,18,6,5,19,18,6,0,1,0,0,6,0.369,0.358,5,0.953
705,76,20076,"SALINA CRUZ",20,227,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",6,"",705,20,76,5,23,6,18,6,5,19,18,6,0,1,0,0,6,0.369,0.358,5,0.953
706,76,20076,"SALINA CRUZ",20,598,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",6,"",706,20,76,5,23,6,18,6,5,19,18,6,0,1,0,0,6,0.369,0.358,5,0.953
707,76,20076,"SALINA CRUZ",20,761,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",6,"",707,20,76,5,23,6,18,6,5,19,18,6,0,1,0,0,6,0.369,0.358,5,0.953
708,76,20076,"SALINA CRUZ",20,1623,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",6,"",708,20,76,5,23,6,18,6,5,19,18,6,0,1,0,0,6,0.369,0.358,5,0.953
709,76,20076,"SALINA CRUZ",20,987,10,5,5,5,6,"SANTO DOMINGO TEHUANTEPEC",6,"",709,20,76,5,23,6,18,6,5,19,18,6,0,1,0,0,6,0.369,0.358,5,0.953
710,77,20077,"SAN AGUSTIN AMATENGO",20,789,8,10,9,10,10,"HEROICA CIUDAD DE EJUTLA DE CRESPO",13,"",710,20,77,19,1,13,13,10,19,8,13,13,0,1,0,0,10,0.395,0.743,19,0.295
711,77,20077,"SAN AGUSTIN AMATENGO",20,787,8,10,9,10,10,"HEROICA CIUDAD DE EJUTLA DE CRESPO",13,"",711,20,77,19,1,13,13,10,19,8,13,13,0,1,0,0,10,0.395,0.743,19,0.295
712,78,20078,"SAN AGUNTIN ATENANGO ",20,1437,6,3,6,6,21,"SANTIAGO JUXTLAHUACA",12,"",712,20,78,1,12,12,12,5,1,14,12,12,0,1,0,1,13,0.388,0.698,7,0.509
713,78,20078,"SAN AGUSTIN ATENANGO ",20,452,6,3,6,6,21,"SANTIAGO JUXTLAHUACA",12,"",713,20,78,1,12,12,12,5,1,14,12,12,0,1,0,1,13,0.388,0.698,7,0.509
714,79,20079,"SAN AGUSTIN CHAYUCO",20,998,8,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",714,20,79,10,17,21,19,19,10,21,19,21,0,1,0,0,11,0.784,0.973,10,0.757
715,79,20079,"SAN AGUSTIN CHAYUCO",20,1135,8,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",715,20,79,10,17,21,19,19,10,21,19,21,0,1,0,0,11,0.784,0.973,10,0.757
716,79,20079,"SAN AGUSTIN CHAYUCO",20,856,8,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",716,20,79,10,17,21,19,19,10,21,19,21,0,1,0,0,11,0.784,0.973,10,0.757
717,80,20080,"SAN AGUSTIN DE LAS JUNTAS",20,2556,3,8,9,4,22,"OAXACA DE JUAREZ (ZONA NORTE)",3,"",717,20,80,9,4,3,3,21,9,7,3,3,0,1,0,0,19,0.406,0.678,23,0.386
718,80,20080,"SAN AGUSTIN DE LAS JUNTAS",20,2234,3,8,9,4,22,"OAXACA DE JUAREZ (ZONA NORTE)",3,"",718,20,80,9,4,3,3,21,9,7,3,3,0,1,0,0,19,0.406,0.678,23,0.386
719,81,20081,"SAN AGUSTIN ETLA",20,1365,5,2,3,2,2,"VILLA DE ETLA",18,"",719,20,81,16,25,18,21,1,16,1,21,18,0,1,0,0,22,0.661,0.255,9,0.418
720,81,20081,"SAN AGUSTIN ETLA",20,1333,5,2,3,2,2,"VILLA DE ETLA",18,"",720,20,81,16,25,18,21,1,16,1,21,18,0,1,0,0,22,0.661,0.255,9,0.418
721,82,20082,"SAN AGUSTIN LOXICHA",20,1135,9,10,10,10,8,"SAN PEDRO POCHUTLA",10,"",721,20,82,11,18,10,11,13,11,22,11,10,0,1,0,0,7,0.725,0.606,19,0.311
722,82,20082,"SAN AGUSTIN LOXICHA",20,1272,9,10,10,10,8,"SAN PEDRO POCHUTLA",10,"",722,20,82,11,18,10,11,13,11,22,11,10,0,1,0,0,7,0.725,0.606,19,0.311
723,82,20082,"SAN AGUSTIN LOXICHA",20,1233,9,10,10,10,8,"SAN PEDRO POCHUTLA",10,"",723,20,82,11,18,10,11,13,11,22,11,10,0,1,0,0,7,0.725,0.606,19,0.311
724,82,20082,"SAN AGUSTIN LOXICHA",20,871,9,10,10,10,8,"SAN PEDRO POCHUTLA",10,"",724,20,82,11,18,10,11,13,11,22,11,10,0,1,0,0,7,0.725,0.606,19,0.311
725,82,20082,"SAN AGUSTIN LOXICHA",20,744,9,10,10,10,8,"SAN PEDRO POCHUTLA",10,"",725,20,82,11,18,10,11,13,11,22,11,10,0,1,0,0,7,0.725,0.606,19,0.311
726,82,20082,"SAN AGUSTIN LOXICHA",20,772,9,10,10,10,8,"SAN PEDRO POCHUTLA",10,"",726,20,82,11,18,10,11,13,11,22,11,10,0,1,0,0,7,0.725,0.606,19,0.311
727,82,20082,"SAN AGUSTIN LOXICHA",20,716,9,10,10,10,8,"SAN PEDRO POCHUTLA",10,"",727,20,82,11,18,10,11,13,11,22,11,10,0,1,0,0,7,0.725,0.606,19,0.311
728,82,20082,"SAN AGUSTIN LOXICHA",20,1066,9,10,10,10,8,"SAN PEDRO POCHUTLA",10,"",728,20,82,11,18,10,11,13,11,22,11,10,0,1,0,0,7,0.725,0.606,19,0.311
729,82,20082,"SAN AGUSTIN LOXICHA",20,1449,9,10,10,10,8,"SAN PEDRO POCHUTLA",10,"",729,20,82,11,18,10,11,13,11,22,11,10,0,1,0,0,7,0.725,0.606,19,0.311
730,82,20082,"SAN AGUSTIN LOXICHA",20,1044,9,10,10,10,8,"SAN PEDRO POCHUTLA",10,"",730,20,82,11,18,10,11,13,11,22,11,10,0,1,0,0,7,0.725,0.606,19,0.311
731,82,20082,"SAN AGUSTIN LOXICHA",20,655,9,10,10,10,8,"SAN PEDRO POCHUTLA",10,"",731,20,82,11,18,10,11,13,11,22,11,10,0,1,0,0,7,0.725,0.606,19,0.311
732,82,20082,"SAN AGUSTIN LOXICHA",20,1744,9,10,10,10,8,"SAN PEDRO POCHUTLA",10,"",732,20,82,11,18,10,11,13,11,22,11,10,0,1,0,0,7,0.725,0.606,19,0.311
733,82,20082,"SAN AGUSTIN LOXICHA ",20,1053,9,10,10,10,8,"SAN PEDRO POCHUTLA",10,"",733,20,82,11,18,10,11,13,11,22,11,10,0,1,0,0,7,0.725,0.606,19,0.311
734,83,20083,"SAN AGUSTIN TLACOTEPEC",20,297,7,6,6,6,13,"HEROICA CIUDAD DE TLAXIACO",12,"",734,20,83,7,9,12,12,7,7,14,12,12,1,1,0,0,13,0.585,0.698,7,0.509
735,83,20083,"SAN AGUSTIN TLACOTEPEC",20,353,7,6,6,6,13,"HEROICA CIUDAD DE TLAXIACO",12,"",735,20,83,7,9,12,12,7,7,14,12,12,1,1,0,0,13,0.585,0.698,7,0.509
736,84,20084,"SAN AGUSTIN YATARENI",20,1770,3,8,4,8,22,"OAXACA DE JUAREZ (ZONA NORTE)",18,"",736,20,84,9,4,18,21,21,9,18,21,18,0,1,0,0,22,0.406,0.255,9,0.418
737,84,20084,"SAN AGUSTIN YATARENI",20,983,3,8,4,8,22,"OAXACA DE JUAREZ (ZONA NORTE)",18,"",737,20,84,9,4,18,21,21,9,18,21,18,0,1,0,0,22,0.406,0.255,9,0.418
738,85,20085,"SAN ANDRES CABECERA NUEVA",20,761,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",738,20,85,8,7,14,14,14,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
739,85,20085,"SAN ANDRES CABECERA NUEVA",20,516,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",739,20,85,8,7,14,14,14,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
740,85,20085,"SAN ANDRES CABECERA NUEVA",20,600,7,6,6,6,12,"PUTLA VILLA DE GUERRERO",14,"",740,20,85,8,7,14,14,14,8,15,14,14,0,1,0,0,12,0.331,0.505,8,0.746
741,86,20086,"SAN ANDRES DINICUITI",20,1202,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",7,"",741,20,86,1,9,7,7,7,1,4,7,7,0,1,0,0,16,0.388,0.377,1,0.319
742,86,20086,"SAN ANDRES DINICUITI",20,357,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",7,"",742,20,86,1,9,7,7,7,1,4,7,7,0,1,0,0,16,0.388,0.377,1,0.319
743,86,20086,"SAN ANDRES DINICUITI",20,121,6,3,3,3,15,"HEROICA CIUDAD DE HUAJUAPAN DE LEON",7,"",743,20,86,1,9,7,7,7,1,4,7,7,0,1,0,0,16,0.388,0.377,1,0.319
744,87,20087,"SAN ANDRES HUAXPALTEPEC",20,1405,8,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",744,20,87,10,16,21,19,19,10,23,19,21,0,1,0,0,11,0.784,0.973,10,0.757
745,87,20087,"SAN ANDRES HUAXPALTEPEC",20,1335,8,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",745,20,87,10,16,21,19,19,10,23,19,21,0,1,0,0,11,0.784,0.973,10,0.757
746,87,20087,"SAN ANDRES HUAXPALTEPEC",20,1367,8,11,11,9,11,"SANTIAGO PINOTEPA NACIONAL",21,"",746,20,87,10,16,21,19,19,10,23,19,21,0,1,0,0,11,0.784,0.973,10,0.757
747,88,20088,"SAN ANDRES HUAYAPAM",20,1425,3,8,4,8,22,"OAXACA DE JUAREZ (ZONA NORTE)",18,"",747,20,88,9,4,18,21,21,9,18,21,18,0,1,0,0,22,0.406,0.255,9,0.418
748,88,20088,"SAN ANDRES HUAYAPAM",20,1570,3,8,4,8,22,"OAXACA DE JUAREZ (ZONA NORTE)",18,"",748,20,88,9,4,18,21,21,9,18,21,18,0,1,0,0,22,0.406,0.255,9,0.418
